2.000000000000000000e+00 9.988697217810089342e+02 4.204225382368580871e-02 1.596337519958906424e-06 3.022536885666432305e+00
3.000000000000000000e+00 9.436664613950164266e+02 6.573940307637372860e-02 3.193133381515048801e-06 3.662408533775470154e+00
4.000000000000000000e+00 8.891456749186352226e+02 7.058408605983665374e-02 5.322903618843910460e-06 3.679676685972542938e+00
5.000000000000000000e+00 8.468924490929567810e+02 5.940685630936057282e-02 7.986248561310569874e-06 3.345734823147660908e+00
6.000000000000000000e+00 8.165547553373379515e+02 4.137337003314129485e-02 1.118390937247455221e-05 2.862025852176205198e+00
7.000000000000000000e+00 7.960141421229526486e+02 2.485946229692890391e-02 1.491676199436350932e-05 2.353281333375375262e+00
8.000000000000000000e+00 7.827304369488633711e+02 1.397443659602469641e-02 1.918581004691661542e-05 1.892680312236547646e+00
9.000000000000000000e+00 7.750775656615035132e+02 8.699849787716883859e-03 2.399217662503956897e-05 1.513965610319491395e+00
1.000000000000000000e+01 7.718056887675360258e+02 6.892719857892189855e-03 2.933709520175297220e-05 1.231899557038541149e+00
1.100000000000000000e+01 7.715216304444899151e+02 6.327153243760501658e-03 3.522189965773751558e-05 1.048858033039026472e+00
1.200000000000000000e+01 7.746499805153550824e+02 5.773325040752704321e-03 4.164801345825803878e-05 9.575986129427346283e-01
1.300000000000000000e+01 7.792218419767076512e+02 5.019539130020771005e-03 4.861693824585345012e-05 9.365372551417482372e-01
1.400000000000000000e+01 7.851872041796780195e+02 4.358694907145830438e-03 5.613024175507913067e-05 9.579486311227203288e-01
1.500000000000000000e+01 7.914747658799718693e+02 4.065038680365371665e-03 6.418954528480926762e-05 1.003804874739050224e+00
1.600000000000000000e+01 7.996925246947632786e+02 4.156131569931863397e-03 7.279651079648842527e-05 1.065095756545202166e+00
1.700000000000000000e+01 8.096435777145818520e+02 4.453973269076853640e-03 8.195282775679929273e-05 1.130372519119704933e+00
1.800000000000000000e+01 8.201839748492564013e+02 4.783695049197833442e-03 9.166019985196974425e-05 1.190900187607823346e+00
1.900000000000000000e+01 8.320918659538017437e+02 5.132139059505013735e-03 1.019203316074570969e-04 1.246550962031932164e+00
2.000000000000000000e+01 8.437732404120345109e+02 5.525783937203028115e-03 1.127349151489629120e-04 1.291070828571811768e+00
2.100000000000000000e+01 8.559137957634673057e+02 6.068377828597849855e-03 1.241056173467277798e-04 1.332011196647326701e+00
2.200000000000000000e+01 8.685242006824214513e+02 6.869159123444963135e-03 1.360340667793421936e-04 1.373925720514253879e+00
2.300000000000000000e+01 8.812037355466370627e+02 7.909772761714483832e-03 1.485218418229624227e-04 1.419097181404346930e+00
2.400000000000000000e+01 8.942616348873617653e+02 9.151864832435883251e-03 1.615704587270107089e-04 1.468793072983692882e+00
2.500000000000000000e+01 9.078338680725545373e+02 1.057377057276687703e-02 1.751813606537047381e-04 1.518033579478297757e+00
2.600000000000000000e+01 9.214331503415421594e+02 1.216631090332388060e-02 1.893559072527827394e-04 1.571797312507764888e+00
2.700000000000000000e+01 9.354614918086255102e+02 1.392892849267325650e-02 2.040953646933696907e-04 1.628187164205318060e+00
2.800000000000000000e+01 9.497436222566844890e+02 1.584520945013177806e-02 2.194008982408849858e-04 1.679015205144414935e+00
2.900000000000000000e+01 9.642114696416500692e+02 1.792541534936027692e-02 2.352735634993394296e-04 1.727043888970043017e+00
3.000000000000000000e+01 9.790732152438041567e+02 2.017917004711514833e-02 2.517143003578550657e-04 1.763369476553863002e+00
3.100000000000000000e+01 9.937297645444248246e+02 2.257773496220313869e-02 2.687239271465283966e-04 1.795459399616694096e+00
3.200000000000000000e+01 1.008988817797782644e+03 2.512345779882289853e-02 2.863031365910957606e-04 1.815503501802496311e+00
3.300000000000000000e+01 1.024315045390790601e+03 2.781395967328031960e-02 3.044524937752887553e-04 1.822596112854744987e+00
3.400000000000000000e+01 1.039680649809398574e+03 3.071744615586928170e-02 3.231724318207244030e-04 1.819861254934715733e+00
3.500000000000000000e+01 1.055667643327761880e+03 3.385194103394782716e-02 3.424632531316162444e-04 1.802663398485532475e+00
3.600000000000000000e+01 1.071375418818324306e+03 3.724095157528484884e-02 3.623251288242230290e-04 1.784960052878594938e+00
3.700000000000000000e+01 1.087318842660142764e+03 4.087083069901386451e-02 3.827581015824939054e-04 1.758910327032729981e+00
3.800000000000000000e+01 1.103594306520796636e+03 4.469728073780960403e-02 4.037620874166543200e-04 1.723939543137506414e+00
3.900000000000000000e+01 1.120105884164970576e+03 4.873793552077433644e-02 4.253368807509054299e-04 1.680729690733694603e+00
4.000000000000000000e+01 1.136778282848260460e+03 5.302852984755274807e-02 4.474821591593580250e-04 1.629255552885475522e+00
4.100000000000000000e+01 1.153530264051088125e+03 5.759669005002436559e-02 4.701974897016978640e-04 1.569514593724559370e+00
4.200000000000000000e+01 1.170368228559037789e+03 6.243709019682572303e-02 4.934823366689689104e-04 1.501528046614956979e+00
4.300000000000000000e+01 1.187307487933616130e+03 6.753599875388142937e-02 5.173360693900347015e-04 1.424923839023101158e+00
4.400000000000000000e+01 1.204400496175123408e+03 7.287752943572968489e-02 5.417579719126108546e-04 1.337725408978529096e+00
4.500000000000000000e+01 1.221714564574235510e+03 7.844297266014522985e-02 5.667472524205608396e-04 1.237651666394495864e+00
4.600000000000000000e+01 1.239218168548205995e+03 8.421836683646664878e-02 5.923030549759419547e-04 1.123325206870124715e+00
4.700000000000000000e+01 1.256892997718617380e+03 9.022048069540714033e-02 6.184244696056995011e-04 9.951261785183790343e-01
4.800000000000000000e+01 1.274711045807328901e+03 9.646689395781161969e-02 6.451105450525405991e-04 8.538555718577496290e-01
4.900000000000000000e+01 1.292659163370117085e+03 1.029744430337392741e-01 6.723603002019188724e-04 7.003886941319424908e-01
5.000000000000000000e+01 1.310791056123176759e+03 1.097711063990874925e-01 7.001727388507727632e-04 5.357397954367777437e-01
5.100000000000000000e+01 1.329164037248250679e+03 1.168790913876427695e-01 7.285468591952277148e-04 3.608547178777833375e-01
5.200000000000000000e+01 1.347723568064362325e+03 1.242930650815949750e-01 7.574816690001463576e-04 1.762035235081458040e-01
5.300000000000000000e+01 1.366396432048576798e+03 1.319974664591804792e-01 7.869761976416266925e-04 -1.807257307753363379e-02
5.400000000000000000e+01 1.385161410626719999e+03 1.399774769747134107e-01 8.170295095958377907e-04 -2.226914905786700483e-01
5.500000000000000000e+01 1.404012141297641392e+03 1.482197634264559583e-01 8.476407153395376952e-04 -4.387407536640582362e-01
5.600000000000000000e+01 1.423059158304151197e+03 1.567084833237258334e-01 8.788089851243534225e-04 -6.677776197383262780e-01
5.700000000000000000e+01 1.442405170577774470e+03 1.654444999993573695e-01 9.105335604309261043e-04 -9.106735006019200940e-01
5.800000000000000000e+01 1.462009791308687454e+03 1.744350815930087728e-01 9.428137646377945155e-04 -1.167449079496391873e+00
5.900000000000000000e+01 1.481788062507011546e+03 1.836882389016796790e-01 9.756490135865697856e-04 -1.437837538249584490e+00
6.000000000000000000e+01 1.501721880160609317e+03 1.932045542367160085e-01 1.009038826242637321e-03 -1.721156048071092792e+00
6.100000000000000000e+01 1.521820119559664818e+03 2.029838071531295529e-01 1.042982833125464691e-03 -2.016754966464147092e+00
6.200000000000000000e+01 1.542088151657579147e+03 2.130225664963603383e-01 1.077480784629627998e-03 -2.324474023373582998e+00
6.300000000000000000e+01 1.562543469863441715e+03 2.233173412863216911e-01 1.112532559138989293e-03 -2.644290134644415424e+00
6.400000000000000000e+01 1.583188709420363239e+03 2.338638977662213236e-01 1.148138168586435113e-03 -2.976172770163478365e+00
6.500000000000000000e+01 1.604048789110442840e+03 2.446602307949384825e-01 1.184297764590970569e-03 -3.320150810430674948e+00
6.600000000000000000e+01 1.625160688452442855e+03 2.556978054356754959e-01 1.221011642959469014e-03 -3.676303902747085850e+00
6.700000000000000000e+01 1.646505637624892188e+03 2.669687091911593368e-01 1.258280246435407529e-03 -4.044075403746043129e+00
6.800000000000000000e+01 1.668047214108249591e+03 2.784622140569819604e-01 1.296104168256441728e-03 -4.422744017624349766e+00
6.900000000000000000e+01 1.689741565453777639e+03 2.901698208730716377e-01 1.334484151895320688e-03 -4.811618151623593853e+00
